en,ja
He shouted defiance at me.,彼は大声で私に挑戦した。
I don't want to live at this stupid bar... a pool table for a bed.,こんなバーに住みたくない... プールテーブルのベット
"Meat powder, actually.",肉 実は肉粉だ
"If this... egg thing really is the generator of the dome like I've heard, you keeping it squirreled away is a very serious offense:",もし 聞いてる通り この卵が本当にドームの エネルギー源なら
"Oh, still here.",あそこよ
"G.P.S. and audio, on all seven Red John suspects.",レッド・ジョンの容疑者７人全員に GPSと盗聴装置をつけました
"Witnesses say six shots were fired outside, so one of the shooters must've been using a revolver.",目撃者の話では 外で発射されたのは６発 強盗の１人は　リボルバーを 使っていたに違いありません
"And when We divided for you the sea and delivered you, and drowned Pharaoh's folk while you were beholding.",またわれがあなたがたのために海を分けて，あなたがたを救い，あなたがたが見ている前で，フィルアウンの一族を溺れさせた時のことを思い起せ。
That's the job.,それが仕事
"Or before that, when you're lying there thinking about your feet hitting the floor.",それかその前に 横になっている時 足を床に 着けるのを考える
"- Back her up. Someday, Jennifer.",いつかやってみせるぞ
Sure.,- いいわよ
Gone.,なくなった
Was he married?,かみさんは？
"So after Sophia, I, uh...",ソフィアの後...
We've searched every foot between here and the Rio Hondo outlet.,ここから川への流入口まで くまなく探しました
- That place is magical.,あそこは魅力的な町だった・・
Lucas Lee.,ルーカス･リー
- Just a... when.,- もう十分よ
The list of installed vocabularies.,既にインストールされている語彙の一覧です。
Did I call for you?,君を呼んだかな？
I made breakfast.,朝食を作った
Makonde,zimbabwe_districts.kgm
"- It was her, wasn't it?",彼女だろ
"At night, I'd lay awake watching him.","夜には, 寝ないであの子を見守ってた."
"-Now, sugarplum... -I want that one! Please, please, please, please!",あれがいいの　お願い　お願い！
Toddy told me he was obsessed with J-Cub.,ジェイ・コブに入れあげてたらしいわ
My home. I thought you might enjoy if I cooked for you.,私の料理を 楽しめるかと
That is the grip.,これが握りだ
It's not the same for Ryan and Lucy.,ライアンや ルーシーとは違う
Sure. Okay.,ふーん　わかった
Bring 'em in?,- 連行を？ - いや
Burgers'll be right up.,ハンバーガーはすぐに出来上がるよ。
"Now, pay attention.",ちゃんと聞くのよ。
Hey.,おい
Force majeure is not covered by our protection.,不可抗力は俺達の対象外だ
Please tell us so we'll understand,Please tell us so we'll understand
Aragon,アラゴン州spain.kgm
I think I should cancel my flight.,出張はやめる
It's not just us. Every field office has been hit.,我々だけじゃない すべての地域のオフィスが攻撃された
It's beautiful room.,すばらしい
I'm not saying anything to you till I talk to a lawyer.,弁護士と話すまで 何もしゃべりません
"And the earth shall beam with the light of its Lord, and the Book shall be laid down, and the prophets and the witnesses shall be brought up, and judgment shall be given between them with justice, and they shall not be dealt with unjustly.",その時大地は主の御光で輝き，（行いの）記録が置かれ，預言者たちと証人たちが進み出て，公正な判決がかれらの間に宣告され，（少しも）不当な扱いはされない。
Jean-Pierre.,ジャン -ピエール！
"I've had enough jokes for one evening. Good night, future boy!",冗談はもう十分だ おやすみ
Marcel knows that Niklaus lied about where he lives.,マルセルに気づかれました ニクラウスの 滞在場所のことです
I thought Avery told you to ditch her.,彼女と別れるように 言われたんでしょ
"- Stoffer, go to the back now!",- ストッファー　すぐに戻るんだ！
The park sent her so that you will finally have something to give a shit about.,お前の関心を引くために 運営側が彼女を送った
Go! Wait!,待って！
Do you know what it's like to have a friend?,友達って分かる？
"Oh, thank you.",ああ、ありがとう。
Perhaps the killer held her down and watched her die.,犯人が押さえてたんだ
- That what they call dancing now? - I'm not sure.,‐あれがダンスかよ ‐どうかな
Really think this through.,-PROfs18fr270} 時間をかけて 入念に方法を考える
You sure?,本気ですか？
"Well, that's legitimately disappointing.",でもそれ... 合法的だし
BELLICK:,もうちょっと、
That tiger blood will lubricate it.,虎の血液が潤滑油になる
woman:,女:
"He risked his life coming here, and you paid him back by scrambling his neurons.",命をかけてここに来たのに 神経を混乱させるお礼をするとはな
"Yes, I heard about your miracle hand.",ああ、あんたの手の事も聞いたぞ？
"Well, I knew the Red Team's plan, and I told him that.",僕がレッド・チームの作戦を知ってて それを彼に話した
Mr. Jane!,- はい ジェーンさん！
"Tweets, ""Friends are"" pages, angler messages... they never go away.",ツイート　「友人」のページ アングラーメッセージ... 彼らは決して逃げない
How long? _ Ask Jason for help if you need it.,どのくらい？ 必要ならジェイソンに 手伝ってくれるか聞いて
Be on your guard against running into debt.,借金をしないように気をつけなさい。
You're not at all like I remember you.,アンタまるで別人だ
You said you'd be ready by the time they got home.,帰宅に間に合わせるって言ったわ
Have you heard from Sebastian?,"""セバスチャンから連絡があったか？"
"I just looked at the news, and... I, I I think I'm in shock, I",ニュース映像見て 大ショックなんだから
"Cass, did you know the angel in that video?",キャス　あのビデオの 天使は知ってたか？
Koba said we're too loyal to your father.,コバが 自分の身を守れ！
Built to evoke the body of the ideal woman.,体を呼び起こすために構築 理想の女の。
All we need is for you to testify.,私たちとしては　あなたに証言して欲しいんだけど
